Time[s],Speed[m/s],X[m],Z[m],Y[m]
370.1455092,5.706334213,32.14207528,-73.09954478,0.013720182
371.1399715,5.2856535,34.71998038,-79.78235987,-0.151590905
372.1513414,4.875939736,36.46713854,-85.15307482,-0.298554056
373.137048,4.590273807,38.5654337,-89.45631849,-0.420228217
373.9959829,4.498329411,41.21184387,-92.19171368,-0.511133432
374.9949923,4.620667427,45.69959914,-94.71583852,-0.603182936
376.0089204,4.995244007,51.50625541,-94.42673171,-0.68455266
377.0137138,5.559777748,57.17588255,-94.34889526,-0.754317315
378.0107851,6.217135999,64.07877047,-92.88112223,-0.813103576
379.0077367,6.867943995,71.60684631,-90.35699739,-0.864299641
379.9907024,7.418394836,78.99787769,-86.92107416,-0.915809825
380.9922583,7.833221878,86.13197394,-83.74089926,-0.983640108
382.0174685,8.0905519,92.93203854,-79.31534118,-1.084804363
383.0383234,8.198384906,100.3487332,-75.13441193,-1.226618149
384.0535781,8.197589366,107.1830443,-71.05355813,-1.40678972
385.0841882,8.129536712,114.9508451,-65.73844063,-1.619019337
386.1945221,8.020503643,122.6501312,-61.10161219,-1.864054144
387.1503816,7.917429915,129.1332637,-56.07560151,-2.075985564
388.0194564,7.822906237,134.974045,-50.08219496,-2.26217859
389.0157523,7.712650884,138.2711832,-42.63213488,-2.462619013
390.0202515,7.591896202,138.9733226,-35.10423834,-2.646948794
391.0117736,7.452054742,137.1061739,-28.05447999,-2.808971353
392.0098293,7.280029717,133.997214,-21.60517425,-2.950323403
392.9983962,7.073492035,130.5542563,-15.44497531,-3.067651092
394.0199821,6.825095461,126.4604333,-10.24105274,-3.164769988
395.0238447,6.557580023,122.6834997,-5.359595464,-3.237119482
396.0340908,6.281143957,118.7695429,-0.511496663,-3.288974522
397.0675275,6.007824693,115.1210841,4.314363154,-3.323673806
398.0708849,5.763649534,111.5497059,9.30701536,-3.343540791
399.0318215,5.554577335,108.4151112,14.23295061,-3.353512388
399.9964633,5.369045797,105.3747303,18.9476155,-3.358017179
401.0111649,5.196576988,102.5313357,23.31757612,-3.360136752
401.9940636,5.046044326,99.38820155,27.20939855,-3.362462408
403.012888,4.900172182,95.97957362,31.51264221,-3.36760649
403.7869966,4.791550729,94.70347829,33.28064154,-3.374557094
403.992017,4.762623145,93.30749135,34.44818827,-3.376930546
405.0116646,4.615179129,89.95883026,37.85075303,-3.392426269
405.9981027,4.463923784,86.12201063,41.2310788,-3.413583445
406.9986825,4.301126478,82.225251,44.02207146,-3.441193767
408.0055509,4.131814532,78.39702077,45.56768094,-3.474675115
409.0019965,3.966609555,74.44034298,45.6232784,-3.512553766
410.0319653,3.807929106,71.12599942,43.89975704,-3.555578047
410.5049968,3.741424729,70.35522315,43.33266291,-3.576340311
411.0006905,3.676827595,68.36833098,42.06504075,-3.598620147
412.0178666,3.560845331,65.23383719,39.91897866,-3.645553122
413.0610824,3.461277343,62.15928635,38.39560817,-3.694506482
414.0375633,3.377253541,59.1361154,37.4393318,-3.740099158
414.9854617,3.29385523,56.19858332,36.87223768,-3.783163737
415.9775691,3.194688327,53.27817831,36.44969695,-3.825857913
416.9787064,3.076459621,50.51192592,36.56089188,-3.865301952
417.9778035,2.941615791,47.91694745,38.45120563,-3.899984563
418.9775622,2.798974715,45.91289813,41.15324235,-3.929282269
419.9778371,2.662825456,44.50834447,44.27781979,-3.952829613
420.9758322,2.547321197,43.89170437,46.90202006,-3.97052539
421.9776971,2.45845417,43.68615124,48.92576772,-3.982540934
422.9862561,2.390768458,43.2236703,51.12742727,-3.988852722
424.0443566,2.323013173,42.32441229,53.64043261,-3.989176358
425.049176,2.235639075,41.73346956,55.67529977,-3.983524844
425.9819047,2.115596734,41.36519657,57.77688388,-3.973391841
426.9843659,1.9382734,40.67148353,59.85622901,-3.958124486
427.9804709,1.725589284,39.60951153,61.5352724,-3.939829553
428.982486,1.507631515,39.05283031,62.9140895,-3.919809197
430.0018501,1.326299497,38.74451542,63.52566159,-3.89886625
431.0102835,1.226772465,38.44476451,64.19283115,-3.877690985
432.0162675,1.225680706,37.56264567,65.13798803,-3.85513899
433.0269721,1.313259035,36.30370144,66.12762288,-3.829300265
433.4489968,1.367893915,36.05533825,66.33889324,-3.817128749
434.0847373,1.459028556,35.03619165,67.48420098,-3.796808852
434.9818094,1.581793613,33.52031996,68.89637655,-3.763639182
435.9869475,1.672589846,31.55054798,69.76369698,-3.72014379
437.0043533,1.683916841,29.0412319,70.47534451,-3.67039673
438.0432227,1.608616522,25.82965223,70.88676574,-3.616134354
439.0740366,1.474859678,23.5515718,71.22035052,-3.561762455
440.0877814,1.33246595,21.46190479,71.32042595,-3.509887635
441.1371493,1.227257104,20.02311744,71.48721834,-3.458202831
442.0144813,1.203456011,19.08961754,71.998715,-3.415314022
443.0785072,1.27160852,18.49868551,72.72148203,-3.360132089
444.1599863,1.444092422,17.21405567,72.23222435,-3.295767431
445.0080187,1.634134358,15.29567503,71.38714291,-3.236133183
446.0359616,1.900021064,12.95764512,72.09879044,-3.149487012
447.1211331,2.188882474,11.5188552,74.20037455,-3.03819223
448.1143396,2.435687494,9.309287573,76.5465875,-2.917114564
448.9993227,2.629868761,7.091157984,77.92540459,-2.793722334
450.0286961,2.821220417,3.845325136,79.67116494,-2.6328984
450.998661,2.972983312,0.479595046,80.81647268,-2.465854814
452.0117295,3.116760446,-2.406538981,82.23976775,-2.277160486
453.0135221,3.26565773,-5.746575363,82.13969231,-2.077556579
454.0090256,3.442552733,-9.874518554,81.49476174,-1.866833222
455.0995238,3.687561168,-13.92538388,81.28349138,-1.621534815
456.009491,3.934113437,-17.98481479,80.57184385,-1.405397758
457.1436758,4.27264106,-22.09563218,79.67116494,-1.123265895
458.135921,4.558572338,-25.84675741,77.80309017,-0.869772757
459.161978,4.796511803,-31.05380107,75.40127976,-0.609388468
460.1511817,4.934359804,-36.09812942,72.71036253,-0.369425992
461.0168555,4.970468812,-41.15958479,70.9423632,-0.175148886
462.0563445,4.925042697,-46.31525254,68.55167228,0.032707865
462.9941552,4.840015518,-49.61249611,65.08239056,0.194562489
464.0028856,4.76103311,-50.86290109,60.60123502,0.342640855
465.0109487,4.75376561,-49.57829593,56.28687187,0.467145839
466.0101109,4.85476725,-47.30023777,52.12818161,0.571370142
467.0040979,5.065135591,-44.98791955,48.08068628,0.659204076
468.0172749,5.358935896,-42.22169453,43.98871298,0.734237125
469.0329096,5.672982811,-38.97586998,39.69658881,0.795418958
470.0227466,5.932081287,-35.027774,35.29326972,0.841947875
470.999913,6.091487422,-31.01972619,30.27837853,0.876232995
472.0025015,6.130749741,-27.79101977,25.53035516,0.9014519
472.9999475,6.055416311,-24.89632085,19.18112485,0.919313359
474.0173318,5.905145532,-21.78750629,14.2551896,0.932960415
474.9999785,5.750660293,-19.02982175,9.874109486,0.943841976
476.1240265,5.638858855,-15.65550794,4.458916559,0.955038033
477.1397069,5.643168412,-12.88068742,0.322465287,0.96448125
478.1198735,5.747980795,-10.08873516,-3.680552072,0.972742519
479.127584,5.927892593,-6.603072671,-8.42857544,0.979491139
480.0623727,6.111546256,-3.622700374,-14.62213285,0.982913544
481.1252592,6.277166916,0.471037138,-21.91652004,0.981663603
482.159214,6.347877807,4.162258087,-26.80909681,0.97359431
482.9977775,6.329379067,7.348189669,-32.71354742,0.961578159
484.1208885,6.216247718,10.26006755,-38.59575904,0.938359754
485.1665852,6.061079951,13.71150055,-43.0546756,0.910923468
486.125571,5.915391335,16.72615764,-48.16964222,0.882416367
487.1353724,5.785423543,19.76651149,-53.17341392,0.850154925
488.1161952,5.689038602,22.29300734,-57.88807881,0.817093811
489.1379464,5.606578571,25.08500562,-63.91484384,0.780480223
490.0351784,5.526881106,27.4316632,-70.47534451,0.745549588
491.1476598,5.384770661,29.64128779,-75.21224838,0.696738397
492.1444497,5.195887887,32.58745165,-79.99363023,0.645957095
493.1366587,4.952332904,35.67064524,-83.90769165,0.587548638
494.1259832,4.685040118,38.71102419,-88.64459552,0.521160933
495.0088673,4.471310098,41.59724256,-92.40298404,0.455188561
496.0048213,4.322724996,44.92881205,-96.12801408,0.37288366
496.7769969,4.316068098,46.15352475,-96.85078111,0.30247913
497.0099175,4.336505913,47.67799299,-97.80705748,0.279911695
498.0277667,4.557905079,51.01811292,-98.62989993,0.171458264
499.0612676,4.988629834,56.49932096,-97.80705748,0.04139446
500.0264087,5.526623502,62.69992542,-95.56091996,-0.102418566
501.0011115,6.12448381,69.08893787,-92.75880781,-0.270417469
502.00702,6.711456454,75.20387897,-89.31176508,-0.462402984
503.0194972,7.199234999,82.41506523,-86.76540126,-0.662117067
504.0611835,7.552509735,88.9839085,-83.38507549,-0.856940369
505.0509028,7.745942408,95.16734371,-79.57108951,-1.018799686
506.0532026,7.823359037,101.6676479,-75.25672635,-1.155200348
507.0294213,7.816240071,108.5790339,-70.90900472,-1.266667983
508.0014865,7.757993231,115.8672509,-67.01718229,-1.367766791
509.0352392,7.663213748,123.9005483,-62.42483182,-1.478121765
510.0411098,7.550136384,131.0517117,-58.0548712,-1.598894616
511.0052378,7.424761411,135.7791319,-52.27273502,-1.731669922
512.0004618,7.27616491,138.2455303,-44.8671529,-1.885119976
513.0123537,7.103258695,138.2454032,-37.79515557,-2.052191558
514.0366209,6.906146697,136.3097433,-30.93442859,-2.223347815
515.0221837,6.698168875,132.8496473,-24.5629593,-2.380657723
516.0149479,6.47459467,128.9442304,-19.22560282,-2.524078517
517.0028946,6.242505981,125.3043163,-14.13287518,-2.646815847
517.9989042,6.002777782,121.381794,-9.596122169,-2.748216256
519.010499,5.756318884,117.7504619,-5.037130177,-2.828697482
519.998332,5.514400859,113.9649844,-0.978515355,-2.887749444
520.9903202,5.271362933,111.3528222,2.768753673,-2.931081094
521.9920239,5.027923294,108.2524947,6.794010018,-2.962553039
522.9912403,4.791690957,105.7345308,11.57539186,-2.985537215
524.0038738,4.567099195,103.3279194,15.32266089,-3.003803581
524.7649968,4.41441294,102.5828131,16.43461016,-3.016005579
524.9988329,4.371020719,100.8356765,18.39164087,-3.019678714
525.9788177,4.210668329,97.98372148,22.65040656,-3.035480472
527.0051205,4.082295082,95.5599899,26.30871964,-3.053976601
528.0084665,3.993148549,93.18764412,30.13382512,-3.075336633
528.9928274,3.93015277,91.66316206,33.90333313,-3.10042713
530.0425494,3.872310509,89.52206204,37.1391055,-3.132416776
531.0006564,3.81184208,85.43686058,42.19847466,-3.166574663
532.0876687,3.72027338,82.29375075,45.34529109,-3.210765808
533.0040574,3.620457844,78.88516903,46.85754209,-3.251842344
534.006417,3.49220476,74.99700566,46.92425904,-3.299683412
534.99547,3.357087099,71.84538173,45.36753007,-3.348653709
535.9858704,3.226566731,69.17335268,43.94423501,-3.398264213
537.0062354,3.108704779,67.06656363,42.38750604,-3.448936352
538.0141251,3.014930487,64.62576662,41.03092793,-3.497716555
539.0137007,2.943887944,61.80813991,39.94121765,-3.544143722
540.0106823,2.889551731,58.6051193,39.12949469,-3.587822712
540.9784706,2.844662184,55.92451524,38.55128107,-3.626975825
542.0030355,2.795534358,53.33811362,38.52904208,-3.664033364
543.0356088,2.734021614,50.99151075,38.51792259,-3.695796845
544.0043256,2.658130739,48.97034208,39.61875236,-3.719645078
544.9844453,2.560290052,47.18897283,40.70846264,-3.737294918
545.9859774,2.440649184,46.26402,43.15475103,-3.748317892
546.9886377,2.308325219,45.89574471,45.33417159,-3.752369035
547.9912286,2.173910053,44.94510404,47.11329042,-3.749890477
548.9926047,2.047321562,43.9259495,48.97024569,-3.741535446
550.0036228,1.932370869,41.70780847,49.84868561,-3.727818599
550.9848797,1.830804897,40.96271261,51.29421966,-3.710035926
551.9823532,1.728373452,40.62013425,53.02886052,-3.688063186
552.9816763,1.614622614,40.30324919,54.67454543,-3.662888448
553.9870288,1.481904857,39.77226043,55.97552607,-3.635409014
554.9879439,1.33844784,39.06142236,57.43217961,-3.607078912
555.9757421,1.212100094,38.46192012,58.75539924,-3.57901821
557.0356019,1.145039158,37.72539067,60.05637988,-3.548592915
558.0466056,1.208886332,37.12588993,61.15720965,-3.517186
558.9859445,1.427853691,36.51782483,62.32475638,-3.481982824
559.9807754,1.852901404,35.97827167,63.91484383,-3.43168495
560.9874895,2.470566385,35.3359454,66.10538389,-3.35773628
561.9893582,3.211084035,34.07699265,69.1187664,-3.249381221
562.9859097,3.973447596,30.89965653,72.63252608,-3.09505705
564.0396819,4.682768479,22.95206521,75.25672635,-2.871512604
565.0358639,5.161806089,16.21203066,78.31458684,-2.601915644
565.9892998,5.397108639,9.763185269,80.4940074,-2.300308534
567.0080829,5.413432898,3.665475558,82.62894999,-1.951209535
568.0054195,5.255374542,-1.395963435,84.76389258,-1.605700264
569.0128384,5.017963763,-5.789393698,85.65345199,-1.27219128
570.0280347,4.801011213,-10.6024705,84.94180446,-0.962076021
571.0424275,4.678594618,-15.43267857,83.24052209,-0.680038024
572.085072,4.673748698,-20.01452838,81.03886254,-0.416478473
573.0367868,4.750866097,-24.2795046,79.10407082,-0.197139098
574.0174232,4.858604723,-29.28100409,77.21375706,0.00774032
575.0324976,4.942659545,-34.45379057,75.22336787,0.195375504
576.0008166,4.96438028,-39.42960367,73.09954478,0.349670174
576.9863145,4.930538629,-43.98577669,70.38638857,0.482319214
577.9832633,4.875097017,-48.73893211,67.3062891,0.594444279
579.0262625,4.851319918,-51.99336848,62.02453008,0.693303189
580.0695193,4.912292447,-51.89062838,57.49889657,0.779649119
580.9997098,5.053216873,-49.70677963,53.14005544,0.851132676
582.1911793,5.32723543,-46.1954737,48.54770497,0.941806659
583.0002177,5.537606812,-43.0524239,44.30005877,1.006069636
584.0108237,5.779740738,-39.91793712,39.61875236,1.092231425
585.0082867,5.957884831,-36.57790393,35.07087986,1.184798521
586.0025415,6.057961476,-33.12653423,29.88919628,1.283385588
587.1071999,6.090274586,-30.0177304,24.67415422,1.396021179
588.1079407,6.079477711,-27.41420974,20.66001737,1.495218117
589.1297784,6.064969134,-24.57088933,15.86751603,1.587374677
589.9893477,6.068516955,-21.24796628,10.96381977,1.653233217
591.1398616,6.103821683,-17.9250401,5.59310481,1.718383696
592.1233292,6.152424593,-14.9189875,0.422540721,1.748194583
593.1284702,6.202134891,-11.39907296,-4.514514022,1.750440691
594.1394699,6.236869156,-8.470092474,-11.28628505,1.722945865
595.1395726,6.25038916,-5.695264089,-17.69111283,1.668835301
596.0177934,6.249780154,-2.70632285,-23.00623032,1.604056017
597.1774795,6.24925295,1.044846987,-29.06635382,1.505027259
598.1824467,6.269124685,4.222211791,-33.15832713,1.419798051
599.163496,6.320682257,6.740127874,-38.62911752,1.350596752
600.1376853,6.405571917,10.25150996,-43.6551282,1.308502659
601.1708066,6.520001228,14.25962798,-48.43651005,1.306414376
602.1494904,6.626800898,17.91661401,-53.75162754,1.35493781
603.1666574,6.702175687,21.31667569,-59.48928575,1.461463457
604.1532419,6.709423218,24.81951615,-65.66060418,1.61319703
605.1370978,6.632911435,28.37374699,-71.44274037,1.794405652
606.1727982,6.462166422,31.69674804,-77.93652409,1.988392842
607.1679809,6.234008556,35.05401085,-84.1300815,2.147146575
608.1706514,5.982528287,39.01077962,-89.02265827,2.25389218
609.1697469,5.760287558,42.95042146,-93.34814092,2.290788746
610.1722324,5.611299129,47.90921604,-95.29405213,2.250047017
611.1218631,5.565206485,53.50176648,-95.52756148,2.136653023
612.1864581,5.630417608,59.62530123,-94.67136054,1.921197455
613.0055497,5.754021679,65.79164811,-92.82552476,1.691667081
614.1328926,5.995826797,71.90660144,-90.52378978,1.287779975
615.1491385,6.24661606,77.30214173,-88.12197937,0.846988821
616.1271858,6.484355053,82.61203209,-85.46442062,0.372978651
617.1370811,6.702134914,88.23023362,-82.56223303,-0.140235403
618.1350558,6.876096609,94.08822515,-78.9817564,-0.639843226
619.1474669,7.005576532,100.1860112,-75.21224838,-1.109068532
620.1389284,7.087263576,105.8555756,-71.64289124,-1.51057461
621.1307402,7.12786061,112.0818173,-67.99569764,-1.844279307
622.1205981,7.132059137,118.9846415,-64.61537187,-2.10943269
623.1462438,7.103750448,125.7846825,-60.9348198,-2.320667225
624.1661651,7.048575405,132.1307888,-56.2312744,-2.479220189
625.1674592,6.972855932,136.3871689,-50.49361619,-2.597693918
626.1644676,6.878152154,138.8621369,-43.44385784,-2.689468657
627.152509,6.763938836,138.8020564,-36.2273071,-2.761679858
628.1050079,6.631845716,136.7122372,-29.28874368,-2.817398677
629.1183558,6.46613751,133.1579372,-23.09518626,-2.863601945
630.1504469,6.274722938,129.2867783,-17.76894928,-2.897728527
631.1573231,6.076555543,125.030229,-12.30927838,-2.919323173
632.162595,5.881670869,121.3475059,-7.63909146,-2.930812921
633.1832287,5.699100549,118.1272608,-3.080099468,-2.934428856
634.1862671,5.538219477,114.9327164,1.200905207,-2.932860562
635.1991823,5.386391176,111.5925806,5.637582781,-2.92924408
636.1123612,5.244913273,108.3295316,9.751795067,-2.92685082
637.1258965,5.066815279,105.049355,14.05503873,-2.927805617
638.1643784,4.852642766,101.3495346,18.23596797,-2.934968375
639.1159728,4.633513699,98.39480805,22.49473366,-2.948211351
640.0282116,4.418229407,96.31364766,26.06409081,-2.967179509
641.0388038,4.19686808,94.8405518,29.58896998,-2.995055683
642.0002234,4.022373697,93.32463671,33.05825169,-3.027703455
642.994756,3.888537302,91.92006324,36.10499268,-3.06715751
644.0078547,3.795520035,89.23085601,39.00718027,-3.112719001
644.9918125,3.729227415,86.91847728,41.92048735,-3.161530221
645.9797187,3.663340202,83.56126371,44.80043594,-3.214159058
647.0031164,3.574713351,79.99852664,46.17925304,-3.27110605
647.9982469,3.458793226,76.3330325,46.30156745,-3.327127889
648.9856622,3.318825521,72.71036953,45.37864956,-3.381582451
650.0024271,3.164928315,69.90987464,44.22222233,-3.434910817
651.0010033,3.025283438,67.67462242,42.64325437,-3.483524008
651.9837468,2.916459763,65.27664529,41.46458815,-3.52719774
652.975246,2.843250426,62.66455947,40.51943127,-3.566839022
653.9724047,2.802300043,60.01821387,39.85226171,-3.602009756
654.9812727,2.778924255,57.32904319,39.64099135,-3.63236869
656.0022178,2.752621491,54.60562233,38.45120563,-3.657027242
656.9960468,2.706046496,51.7879836,38.79590991,-3.674373526
658.0024757,2.627367927,49.51844748,40.57502873,-3.684606668
658.9920914,2.519249572,48.18241208,42.75444929,-3.687247663
659.9897516,2.388432172,47.89121436,44.93386986,-3.682720717
660.9939115,2.24821293,46.91488529,45.9235047,-3.671527517
662.0889919,2.099759499,46.49522892,47.38015824,-3.652730411
662.9953544,1.985468681,46.37531951,49.05920164,-3.632746221
664.0088594,1.863839309,45.41611503,50.82720097,-3.606444713
665.0170469,1.739142013,45.04784731,51.81683582,-3.576996916
666.0247798,1.598561304,45.36471974,52.50624436,-3.54539617
666.987186,1.44363191,45.34758453,53.65155211,-3.514458829
668.0012009,1.265815335,45.15060006,54.88581579,-3.48251271
669.0029447,1.101150935,42.82969057,55.64194129,-3.452670366
669.995851,0.991555738,41.90474928,56.55373969,-3.424789949
670.4369969,0.973706518,41.82766926,56.92068295,-3.412683033
671.0165758,0.989402715,40.20046638,56.98739991,-3.396368277
672.0247896,1.147233718,39.3868633,57.34322367,-3.364171165
673.0402408,1.494607622,39.16418733,58.55524837,-3.321698663
674.0152898,1.995674319,38.20498237,60.99041726,-3.264080891
674.997967,2.615072027,37.56265235,63.77029043,-3.181048979
675.9818354,3.262882099,36.40646816,66.93934584,-3.065037441
676.9923778,3.846687914,33.82862396,70.61989791,-2.906407681
678.0238104,4.251063911,22.81504313,73.510966,-2.704260498
679.0618629,4.397718324,14.46493747,76.3909146,-2.469813528
680.0550592,4.293133,8.332965956,78.93727842,-2.232514673
680.9909675,4.02456696,5.172775107,80.86095066,-2.012851064
682.0092318,3.631137422,4.136506486,82.27312622,-1.791559718
683.0129344,3.230839461,1.198987545,81.26125239,-1.598030257
684.0069721,2.888293579,-3.913837638,81.80610753,-1.430763549
684.9993684,2.629501108,-9.069483952,81.60595666,-1.28449091
685.9884689,2.45415985,-14.26795088,81.75051007,-1.154696255
686.9871974,2.345652617,-17.88203989,82.51775506,-1.035655053
688.1200311,2.28695578,-20.67396755,82.52887456,-0.911219564
689.1332624,2.283489465,-24.07396256,79.50437255,-0.806958302
690.1242852,2.322432732,-26.47193996,78.99287589,-0.709580873
691.1281679,2.40136422,-29.41802881,77.86980713,-0.614299698
692.0198545,2.497459305,-32.52683642,77.20263757,-0.531954587
693.1380515,2.63472016,-35.42154105,76.20188323,-0.431739524
693.9972901,2.737437282,-37.96511761,74.48948136,-0.357648836
695.1180944,2.849098503,-41.1253109,74.13365759,-0.266204327
695.9998767,2.912403571,-43.75452793,73.04394731,-0.199366306
697.0259285,2.961205183,-46.19533743,71.2425895,-0.128113585
698.1692255,2.999422584,-44.83366654,64.69320832,-0.057200559
699.0057924,3.030080997,-43.10371725,60.73466893,-0.010662264
699.6839969,3.063493734,-43.76317165,59.06674503,0.024090311
700.0066442,3.083137071,-41.51935582,57.17643128,0.039779308
700.9979649,3.160774023,-40.1148391,54.1185708,0.085047331
702.0326867,3.267972766,-39.67807976,50.97175437,0.128299677
703.0374589,3.388692585,-39.60958194,47.85829643,0.167273289
704.0668123,3.514885261,-35.3017859,44.88939189,0.204901399
705.0628109,3.625096249,-32.11590413,41.42011017,0.239741587
706.1162879,3.717456678,-30.33455623,37.80627506,0.275490137
707.0586452,3.775005177,-28.08217145,34.60386117,0.306874643
708.0480535,3.812258065,-25.83834785,31.75727105,0.339422571
709.0969224,3.833984411,-24.41669083,28.98851738,0.373512474
710.0135598,3.847219639,-23.90284559,25.75274501,0.402850017
711.0237086,3.865709457,-23.81721409,22.17226837,0.434453502
712.0330644,3.896166635,-19.40662601,19.34791724,0.46493736
713.0223377,3.941114664,-16.93156038,16.10102538,0.493348782
714.0519779,4.001861951,-13.96832807,13.42122765,0.52088283
715.0293419,4.066330125,-10.69678013,10.49680107,0.544590887
716.0072758,4.128784353,-8.881157838,6.92744393,0.56546838
717.0152011,4.18202535,-7.288205391,3.191294394,0.583611414
717.9982102,4.216796451,-6.054951704,-0.822842457,0.597807214
719.0066817,4.231912905,-1.918401524,-4.770262353,0.608837335
720.0117164,4.225371488,0.248364618,-8.962311088,0.616596855
721.1108689,4.189516878,2.046868246,-13.54354207,0.622020214
722.0051131,4.128659478,3.314386685,-17.49096196,0.624633737
723.1190472,3.988831131,4.384927117,-21.17151403,0.626357691
724.0347228,3.795785493,4.770322957,-24.16265756,0.626994604
725.0419054,3.477966848,3.631270624,-27.22051804,0.627276178
726.0400751,3.045475344,2.903304831,-30.38957345,0.627364129
726.9918563,2.539540463,6.534579785,-33.72542125,0.627385887
727.5529969,2.213390015,6.748689211,-35.21543327,0.627389509
728.000721,1.947249487,8.007645644,-35.64909348,0.627390677
729.0117533,1.360766032,9.669126095,-36.47193594,0.627391413
730.0121706,0.853806634,10.55981668,-36.82775971,0.627391498
731.0090966,0.469231585,10.71397464,-36.87223768,0.627391503
732.0375907,0.217875257,10.53412345,-36.64984782,0.627391501
732.5359969,0.146023997,10.49986626,-36.73880376,0.6273915
733.0157523,0.103126143,10.3028862,-36.36074101,0.6273915
733.9939716,0.077000867,10.20011395,-36.11611217,0.627391499
735.027966,0.101988965,10.18298515,-36.00491725,0.627391499
736.051723,0.140943132,10.23437108,-35.98267826,0.627391498
737.0598996,0.169393355,10.17442073,-35.93820029,0.627391496
738.0520597,0.180341547,10.14016345,-35.96043928,0.627391495
739.0393856,0.177876593,10.22580683,-36.03827573,0.627391494
740.0516808,0.169499221,10.19154968,-36.16059015,0.627391493
741.0032694,0.162359125,10.17442101,-36.14947065,0.627391493
741.847997,0.158688321,10.1658567,-36.16059015,0.627391492
742.0246754,0.158232438,10.17442098,-36.12723167,0.627391492
743.0260947,0.15704284,10.17442095,-36.10499268,0.627391492
